Cai tien
MERTENS,7,6,6,7406,48,15846,164,optimal,3.458836555480957,Normal,0.03430581092834473,1.8994946479797363
MERTENS,7,6,6,1195,8,3617,164,optimal,3.415891408920288,Binary,0.006004810333251953,1.8994946479797363
MERTENS,7,2,18,10284,32,25044,54,optimal,2.090595245361328,Normal,0.03545260429382324,0.11167073249816895
MERTENS,7,2,18,2306,7,9339,66,optimal,1.8194260597229004,Binary,0.0,0.11167073249816895
BOWMAN,8,5,20,55658,74,123556,146,optimal,5.363171577453613,Normal,0.17938613891601562,0.1811056137084961
BOWMAN,8,5,20,4587,8,22219,146,optimal,3.009660482406616,Binary,0.047675371170043945,0.1811056137084961
JAESCHKE,9,8,6,6299,42,15680,173,optimal,1.589097499847412,Normal,0.01900625228881836,0.11900758743286133
JAESCHKE,9,8,6,1993,8,7180,173,optimal,1.9239780902862549,Binary,0.00860142707824707,0.11900758743286133
JAESCHKE,9,3,18,14810,37,39267,47,optimal,4.409492492675781,Normal,0.07842755317687988,0.15344834327697754
JAESCHKE,9,3,18,3471,7,16799,62,optimal,2.2158164978027344,Binary,0.026375770568847656,0.15344834327697754
JACKSON,11,8,7,23479,75,51919,166,optimal,3.9878978729248047,Normal,0.08295059204101562,0.14587068557739258
JACKSON,11,8,7,4806,8,14851,166,optimal,2.163687229156494,Binary,0.05294966697692871,0.14587068557739258
JACKSON,11,3,21,22501,40,61484,57,optimal,3.0471248626708984,Normal,0.09926629066467285,0.1535794734954834
JACKSON,11,3,21,6906,7,30428,66,optimal,2.6003026962280273,Binary,0.03824615478515625,0.1535794734954834
MANSOOR,11,4,48,137850,71,364266,111,optimal,8.760347366333008,Normal,0.6229619979858398,0.3972899913787842
MANSOOR,11,4,48,20787,8,130893,111,optimal,7.6899566650390625,Binary,0.2014777660369873,0.3972899913787842
MANSOOR,11,2,94,100789,42,440914,71,optimal,14.133444786071777,Normal,0.6322269439697266,1.022737741470337
MANSOOR,11,2,94,25408,7,290798,73,optimal,12.829282999038696,Binary,0.3889036178588867,1.022737741470337
MITCHELL,21,8,14,196011,151,437394,225,optimal,9.528603792190552,Normal,0.742178201675415,0.271254301071167
MITCHELL,21,8,14,27909,8,101888,231,optimal,6.238762855529785,Binary,0.24324989318847656,0.271254301071167
MITCHELL,21,3,39,172610,80,468633,84,optimal,10.627661228179932,Normal,0.7917838096618652,0.4991443157196045
MITCHELL,21,3,39,42736,8,209663,94,optimal,6.775017261505127,Binary,0.2539088726043701,0.4991443157196045
ROSZIEG,25,10,14,364188,208,802777,242,optimal,21.21561074256897,Normal,1.5953328609466553,0.3354182243347168
ROSZIEG,25,10,14,43574,9,162298,264,optimal,9.260709285736084,Binary,0.1957230567932129,0.3354182243347168
ROSZIEG,25,4,32,271590,112,674369,118,optimal,13.652642011642456,Normal,1.0628266334533691,0.7218146324157715
ROSZIEG,25,4,32,58123,8,248096,129,optimal,10.509499073028564,Binary,0.5003666877746582,0.7218146324157715

